date,daily_return,volume
2025-01-02,-0.0152010888528664,60072374
2025-01-03,0.004430168677441402,61790024
2025-01-06,-0.013546247932142291,112309924
2025-01-07,-0.009106612085212273,71058649
2025-01-08,-0.0003477511135220712,115702092
2025-01-09,0.018167658323493173,94151561
2025-01-10,0.007625929274850147,95305347
2025-01-13,0.004172430866880813,130447699
2025-01-14,0.0033662450784615644,64841536
2025-01-15,-0.003779554098609262,52997140
2025-01-16,0.008587494427484686,60535370
2025-01-17,0.0019362885924147444,76759781
2025-01-20,0.013348194010173633,50253296
2025-01-21,0.014996767369347332,81120918
2025-01-22,0.01733324900584766,86693072
2025-01-23,-0.0072568434086134476,56673741
2025-01-24,0.003157460784208511,99989198
2025-01-27,-0.009663913373894975,50709029
2025-01-28,0.0004456855821037656,68931130
2025-01-29,-0.010612069395545997,52898861
2025-01-30,0.030649392564044028,32874631
2025-01-31,0.002161597390375575,31082742
2025-02-03,0.005818343452371164,71569030
2025-02-04,0.005407894566149635,47710508
2025-02-05,0.092,67309286
2025-02-06,0.004911834594669178,96150419
2025-02-07,0.003623488229555644,36108987
2025-02-10,-0.0069729325649210624,86027222
2025-02-11,-0.002977060811546982,67112253
2025-02-12,-0.0012432522828301896,51020354
2025-02-13,0.004045318379282327,72946994
2025-02-14,-0.019260822608820553,79258654
2025-02-17,0.01767600717083925,46073827
2025-02-18,0.023192119013185183,21170081
2025-02-19,-0.001137308165310924,64951187
2025-02-20,-0.006617884038709183,51602755
2025-02-21,-0.021608158485380655,42590402
2025-02-24,-1.0163783484754378e-05,66164577
2025-02-25,0.014671976232527882,48105631
2025-02-26,-0.014787539846617265,79696604
2025-02-27,-0.01936130377750172,80060434
2025-02-28,-0.010700354093645885,74469330
2025-03-03,-0.007838165794835369,48138068
2025-03-04,0.005014697517720093,87002291
2025-03-05,0.017221647993902165,75477228
2025-03-06,-0.0014373928184921237,39013811
2025-03-07,0.0018341929457808305,51394607
2025-03-10,-0.0007850834518562858,47016191
2025-03-11,0.00893586331253411,50409699
2025-03-12,-0.0034706921058414645,48773795
2025-03-13,-0.006108199447819054,60914037
2025-03-14,0.009791905335875003,57907332
2025-03-17,-0.0016422610251893498,50941306
2025-03-18,0.008444662132005893,47242765
2025-03-19,-0.01627343301086624,55104523
2025-03-20,0.003595047112504745,72968110
2025-03-21,0.013734590149908918,45417258
2025-03-24,0.012009588030907983,107849213
2025-03-25,-0.0002860542886166984,60892744
2025-03-26,-0.007972172485633403,40301952
2025-03-27,-0.0017072522925903847,67692336
2025-03-28,0.016444809548587878,63016973
2025-03-31,0.013061406418747264,39934984
2025-04-01,-0.0004097212123940028,41014854
2025-04-02,-0.006492536442967689,56778614
2025-04-03,0.011596850407074586,55347672
2025-04-04,0.0034267216267940713,46633304
2025-04-07,0.005272956147945934,84096305
2025-04-08,-0.015348181764911583,37777556
2025-04-09,-0.004381536239598569,46349102
2025-04-10,8.265131739976404e-05,52721069
2025-04-11,-0.011140136493028476,45187341
2025-04-14,-0.001456758780189895,95825933
2025-04-15,-0.108,63966837
2025-04-16,0.0027720612485541353,94694103
2025-04-17,-0.003267392167996272,51330066
2025-04-18,0.01657131471029011,55541692
2025-04-21,-0.0006549179041159772,72395686
2025-04-22,-0.001675340203957905,37404978
2025-04-23,0.011713125000585934,82176784
2025-04-24,-0.030889546641322794,78946838
2025-04-25,-0.005910609420683337,94842552
2025-04-28,0.007238775051431448,123463058
2025-04-29,0.0006594048044835596,43542147
2025-04-30,0.00048647830369476436,82685103
2025-05-01,-0.012009682469475829,110338059
2025-05-02,-0.0031907184671770717,70634423
2025-05-05,0.01588314561225849,84001353
2025-05-06,0.013172425967889607,39553499
2025-05-07,0.0015856704258552672,52289608
2025-05-08,-0.015849440133253564,51655013
2025-05-09,-0.001279942862053891,75002923
2025-05-12,0.019958993466719633,72061725
2025-05-13,-0.0019579009217293923,94115094
2025-05-14,0.002969650816453567,54118910
2025-05-15,-0.015810457277469152,86838803
2025-05-16,-0.004371829745785886,41252686
2025-05-19,-0.014016045009230656,96901397
2025-05-20,0.0028166729255515084,55324412
2025-05-21,-0.002963656705892853,43081622
2025-05-22,0.002748809825853022,110952941
2025-05-23,-0.024732001230950745,59304829
2025-05-26,0.0028535358238707064,98006725
2025-05-27,-0.003268239245145768,83083080
2025-05-28,0.016109880433700714,43776218
2025-05-29,-0.006044425887817676,39408234
2025-05-30,0.002987316890658699,73846090
2025-06-02,-0.0027954087243501737,39897709
2025-06-03,0.023343832483565478,40385171
2025-06-04,0.010758482519822811,56211520
2025-06-05,0.0011074501897892555,36382199
2025-06-06,0.0005682037830981469,42857576
2025-06-09,0.018115056363788816,72646999
2025-06-10,-0.0031971471641012643,51584023
2025-06-11,-0.021605590153591352,71121588
2025-06-12,-0.002135496049066183,59390856
2025-06-13,0.003923351413782136,109735940
2025-06-16,-0.016031168065841567,58294486
2025-06-17,0.011478505057339177,96913763
2025-06-18,-0.007362675032633641,117423273
2025-06-19,0.022934755947750136,69806239
2025-06-20,0.012662749683829116,34230372
2025-06-23,-0.014926511199278802,73423051
2025-06-24,0.010177608271921521,61012609
2025-06-25,0.005668874559296382,50935727
2025-06-26,-0.02114564971817515,131827467
2025-06-27,-0.006239962432015094,27255279
2025-06-30,0.005027436470830897,46479837
2025-07-01,0.011676364205052277,64954957
2025-07-02,0.018630526226172246,44594045
2025-07-03,-0.01571106965198109,53576822
2025-07-04,-0.004813066103280795,88840581
2025-07-07,-0.011226942199766894,97210845
2025-07-08,0.009397881152658027,97287308
2025-07-09,-0.01345799656306979,75004951
2025-07-10,-0.009068021401227897,36873570
2025-07-11,0.029678225478544863,45875869
2025-07-14,-0.0030471879161287053,56964688
2025-07-15,0.0144300994828442,41945978
2025-07-16,-0.004254524673923457,127606260
2025-07-17,-0.013720329958100047,56835057
2025-07-18,0.005545668052232063,55884949
2025-07-21,-0.00025124866457988286,62197680
2025-07-22,0.0033386914034170766,65120635
2025-07-23,0.00790158084022777,72514852
2025-07-24,-0.002515843936906633,61152792
2025-07-25,0.005414343012324459,59782742
2025-07-28,0.013039214315349639,107485994
2025-07-29,0.009700245506698001,94876824
2025-07-30,-0.000706787954342644,55425375
2025-07-31,0.0015493677166685633,50425021
2025-08-01,0.075,89970243
2025-08-04,0.005409573376350767,50918970
2025-08-05,0.022629870737295676,41612202
2025-08-06,0.00476693246383715,62512362
2025-08-07,0.0002706645730516475,64557657
2025-08-08,0.016028605776864033,61507996
2025-08-11,-0.01662449925384062,57648306
2025-08-12,6.123477190493913e-05,51195414
2025-08-13,-4.285560819010115e-05,81603764
2025-08-14,0.02073011297481501,38587261
2025-08-15,0.008574144709145396,53100430
2025-08-18,0.00928172850517765,74380109
2025-08-19,-0.0008939252859082548,94263029
2025-08-20,0.0008567719980736125,57191151
2025-08-21,0.006386659591985493,64745203
2025-08-22,0.0025496920513970282,103255935
2025-08-25,-0.008372409396531064,71945285
2025-08-26,0.0072655624984821225,54901155
2025-08-27,0.018203494228620505,118311623
2025-08-28,0.0029568152807446673,88303411
2025-08-29,-0.008154501839728092,57451575
2025-09-01,-0.007587112362185807,122446505
2025-09-02,-0.008355127442435627,65849120
